Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,,,,,,,,,,,,,,,,
2023-10-30,Tashmin Khamis,Book Chapter,2023,From Educators to Teaching Champions – A Sustainable Model for Faculty Development,Secondary Author,External,Published,"Jafferani, A., Ali, Q, K., Chauhan, S,. & Misava, E. (2023). From Educators to Teaching Champions – A Sustainable Model for Faculty Development. In J. Rarieya, T. Khamis and L. Spowart (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp.51-65). The Aga Khan..",,,,,,,,,,,,,,,,,
2023-10-23,Tasneem Anwar,Book Chapter,2023,"Transfer of Learning: Lessons Learnt from the Design, Facilitation, and Evaluation of a Faculty Development Course 
",Main Author,IED,Published,"Anwar, T., & Fatima, S. S. (2023). Transfer of Learning: Lessons Learnt from the Design, Facilitation, and Evaluation of a Faculty Development Course. In J. Rarieya, T. Khamis and L. Spowart (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp.174-184). The Aga Khan..",,,,,,,,,,,,,,,,,
2023-10-23,Syeda Sadia Fatima,Book Chapter,2023,"Transfer of Learning: Lessons Learnt from the Design, Facilitation, and Evaluation of a Faculty Development Course 
",Secondary Author,External,Published,"Anwar, T., & Fatima, S. S. (2023). Transfer of Learning: Lessons Learnt from the Design, Facilitation, and Evaluation of a Faculty Development Course. In J. Rarieya, T. Khamis and L. Spowart (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp.174-184). The Aga Khan..",,,,,,,,,,,,,,,,,
2023-10-23,Aisha Naz Ansari,Article,2023,Mapping the global evidence around the use of ChatGPT in higher education: A systematic scoping review,Main Author,Alumni/Student,Published,"Ansari, A.N., Ahmad, S. & Bhutta, S.M. Mapping the global evidence around the use of ChatGPT in higher education: A systematic scoping review. Educ Inf Technol (2023). https://doi.org/10.1007/s10639-023-12223-4",,,,,,,,,,,,,,,,,
2023-10-23,Sohail Ahmad,Article,2023,Mapping the global evidence around the use of ChatGPT in higher education: A systematic scoping review,Secondary Author,Alumni/Student,Published,"Ansari, A.N., Ahmad, S. & Bhutta, S.M. Mapping the global evidence around the use of ChatGPT in higher education: A systematic scoping review. Educ Inf Technol (2023). https://doi.org/10.1007/s10639-023-12223-4",,,,,,,,,,,,,,,,,
2023-10-23,Sadia Muzaffar Bhutta,Article,2023,Mapping the global evidence around the use of ChatGPT in higher education: A systematic scoping review,Secondary Author,IED,Published,"Ansari, A.N., Ahmad, S. & Bhutta, S.M. Mapping the global evidence around the use of ChatGPT in higher education: A systematic scoping review. Educ Inf Technol (2023). https://doi.org/10.1007/s10639-023-12223-4",,,,,,,,,,,,,,,,,
2023-10-03,Meher Rizvi,Article,2023,"Juxtaposition of being professional and becoming professional: lessons from a nationwide study on teachers' conceptions of their professional status

",Main Author,IED,Published,"Rizvi, M. (2023). Juxtaposition of being professional and becoming professional: lessons from a nationwide study on teachers' conceptions of their professional status. Insights in Teacher Education: 2022, 8.

",,,,,,,,,,,,,,,,,
2023-09-27,Munira Amirali ,Article,2023,Development and Validation of a Questionnaire to Explore Teachers’ Knowledge about the Nature of Mathematics the Teaching and Learning of Mathematics,Main Author,IED,Published,"Amirali, M. (2023). Development and Validation of a Questionnaire to Explore Teachers’ Knowledge about the Nature of Mathematics the Teaching and Learning of Mathematics. Turkish Journal of Mathematics Education, 4(2), 67-74. https://tujme.org/index.php/tujme/article/view/82 ",,,,,,,,,,,,,,,,,
2023-08-29,Sohail Ahmad,Article,2023,Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan,Main Author,Alumni/Student,Published,"Ahmad, S., Ansari, A. N., Khawaja, S., & Bhutta, S. M. (2023). Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan. Studies in Graduate and Postdoctoral Education. https://doi.org/10.1108/SGPE-01-2023-0011",,,,,,,,,,,,,,,,,
2023-08-29,Aisha Naz Ansari,Article,2023,Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan,Secondary Author,Alumni/Student,Published,"Ahmad, S., Ansari, A. N., Khawaja, S., & Bhutta, S. M. (2023). Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan. Studies in Graduate and Postdoctoral Education. https://doi.org/10.1108/SGPE-01-2023-0012",,,,,,,,,,,,,,,,,
2023-08-29,Saman Khawaja,Article,2023,Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan,Secondary Author,Alumni/Student,Published,"Ahmad, S., Ansari, A. N., Khawaja, S., & Bhutta, S. M. (2023). Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan. Studies in Graduate and Postdoctoral Education. https://doi.org/10.1108/SGPE-01-2023-0013",,,,,,,,,,,,,,,,,
2023-08-29,Sadia Muzaffar Bhutta,Article,2023,Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan,Secondary Author,IED,Published,"Ahmad, S., Ansari, A. N., Khawaja, S., & Bhutta, S. M. (2023). Research café: an informal learning space to promote research learning experiences of graduate students in a private university of Pakistan. Studies in Graduate and Postdoctoral Education. https://doi.org/10.1108/SGPE-01-2023-0014",,,,,,,,,,,,,,,,,
2023-08-17,Sharifullah Baig,Article,2023,The Role of Teachers in Values Education in Pakistan,Main Author,PDCN,Published,"Baig, Sharifullah and Begum, Abida (2023) ""The Role of Teachers in Values Education in Pakistan: A Case of Early Childhood Education and Development from Pakistan.,"" The Journal of Values-Based Leadership: Vol. 16 : Iss. 2 , Article 20.
DOI: https://doi.org/10.22543/1948-0733.1460
Available at: https://scholar.valpo.edu/jvbl/vol16/iss2/20",ECED,,,,,,,,,,,,,,,,
2023-07-10,Farid Panjwani,Article,2023,(DIS)Locating Meaning: Toward a Hermeneutical Response in Education to Religiously Inspired Extremism,Main Author,IED,Published,"Panjwani, F. (2023). (DIS)Locating Meaning: Toward a Hermeneutical Response in Education to Religiously Inspired Extremism. Educational Theory. https://doi.org/10.1111/edth.12585",,,,,,,,,,,,,,,,,
2023-06-20,Fozia Parveen,Book Chapter,2023,"Wastewater Treatment in Pakistan: Issues, Challenges and Solutions",Main Author,IED,Published,"Parveen, F., & Khan, S. J. (2023). Wastewater Treatment in Pakistan: Issues, Challenges and Solutions. In M. Ahmad (Ed.). Water Policy in Pakistan: Issues and Options (pp. 323-349). Cham: Springer International Publishing.",,,,,,,,,,,,,,,,,
2023-06-20,Sher Jamal Khan,Book Chapter,2023,"Wastewater Treatment in Pakistan: Issues, Challenges and Solutions",Secondary Author,External,Published,"Parveen, F., & Khan, S. J. (2023). Wastewater Treatment in Pakistan: Issues, Challenges and Solutions. In M. Ahmad (Ed.). Water Policy in Pakistan: Issues and Options (pp. 323-349). Cham: Springer International Publishing.",,,,,,,,,,,,,,,,,
2023-06-20,Zhiyuan Zong,Book Chapter,2023,The Application of Nanofiltration for Water Reuse in the Hybrid Nanofiltration-Forward Osmosis Process,Main Author,External,Published,"Zong, Z., Hankins, N., & Parveen, F. (2023). The Application of Nanofiltration for Water Reuse in the Hybrid Nanofiltration-Forward Osmosis Process. In A. Mohammad, T.Y. Haan and  N.Hilal (Eds.). Nanofiltration for Sustainability (pp. 153-170). CRC Press.",,,,,,,,,,,,,,,,,
2023-06-20,Nick Hankins,Book Chapter,2023,The Application of Nanofiltration for Water Reuse in the Hybrid Nanofiltration-Forward Osmosis Process,Secondary Author,External,Published,"Zong, Z., Hankins, N., & Parveen, F. (2023). The Application of Nanofiltration for Water Reuse in the Hybrid Nanofiltration-Forward Osmosis Process. In A. Mohammad, T.Y. Haan and  N.Hilal (Eds.). Nanofiltration for Sustainability (pp. 153-170). CRC Press.",,,,,,,,,,,,,,,,,
2023-06-20,Fozia Parveen,Book Chapter,2023,The Application of Nanofiltration for Water Reuse in the Hybrid Nanofiltration-Forward Osmosis Process,Secondary Author,IED,Published,"Zong, Z., Hankins, N., & Parveen, F. (2023). The Application of Nanofiltration for Water Reuse in the Hybrid Nanofiltration-Forward Osmosis Process. In A. Mohammad, T.Y. Haan and  N.Hilal (Eds.). Nanofiltration for Sustainability (pp. 153-170). CRC Press.",,,,,,,,,,,,,,,,,
2023-06-16,Aisha Naz Ansari,Article,2023,School-based interventions promoting social capabilities among students: A scoping review of literature,Main Author,Alumni/Student,Published,"Naz, A., & Rizvi, N. F. (2023). School-based interventions promoting social capabilities among students: A scoping review of literature. Review of Education, BERA, 11(2), 1-25.  https://doi.org/10.1002/rev3.3404",,,,,,,,,,,,,,,,,
2023-06-16,Nusrat Fatima Rizvi,Article,2023,School-based interventions promoting social capabilities among students: A scoping review of literature,Secondary Author,IED,Published,"Naz, A., & Rizvi, N. F. (2023). School-based interventions promoting social capabilities among students: A scoping review of literature. Review of Education, BERA, 11(2), 1-25.  https://doi.org/10.1002/rev3.3404",,,,,,,,,,,,,,,,,
2023-04-13,Ali Gohar Qazi,Article,2023,Mobile Technology as an Alternative Teaching Strategy Amidst COVID-19 Hiatus: Exploring Pedagogical Possibilities and Implications for Teacher Development,Main Author,Alumni/Student,Published,"Qazi, A.G.; Mustafa, M.Y.; Mtenzi, F.J.; Valcke, M. Mobile Technology as an Alternative Teaching Strategy Amidst COVID-19 Hiatus: Exploring Pedagogical Possibilities and Implications for Teacher Development. Educ. Sci. 2023, 13, 385. https://doi.org/10.3390/educsci13040385",,,,,,,,,,,,,,,,,
2023-04-13,Muhammad Yasir Mustafa,Article,2023,Mobile Technology as an Alternative Teaching Strategy Amidst COVID-19 Hiatus: Exploring Pedagogical Possibilities and Implications for Teacher Development,Secondary Author,External,Published,"Qazi, A.G.; Mustafa, M.Y.; Mtenzi, F.J.; Valcke, M. Mobile Technology as an Alternative Teaching Strategy Amidst COVID-19 Hiatus: Exploring Pedagogical Possibilities and Implications for Teacher Development. Educ. Sci. 2023, 13, 385. https://doi.org/10.3390/educsci13040385",,,,,,,,,,,,,,,,,
2023-04-13,Fredrick Japhet Mtenzi,Article,2023,Mobile Technology as an Alternative Teaching Strategy Amidst COVID-19 Hiatus: Exploring Pedagogical Possibilities and Implications for Teacher Development,Secondary Author,External,Published,"Qazi, A.G.; Mustafa, M.Y.; Mtenzi, F.J.; Valcke, M. Mobile Technology as an Alternative Teaching Strategy Amidst COVID-19 Hiatus: Exploring Pedagogical Possibilities and Implications for Teacher Development. Educ. Sci. 2023, 13, 385. https://doi.org/10.3390/educsci13040385",,,,,,,,,,,,,,,,,
2023-03-15,Ali Gohar Qazi,Article,2023,"The Conceptual Framing, Design, and Development of Mobile-Mediated Professional Development for Primary Mathematics Teachers",Main Author,Alumni/Student,Published,"Qazi, A. G., & Mtenzi, F. J. (2023). The Conceptual Framing, Design, and Development of Mobile-Mediated Professional Development for Primary Mathematics Teachers. International Journal of Mobile and Blended Learning, 15(2), 1-19. https://doi.org/10.4018/IJMBL.319022",,,,,,,,,,,,,,,,,
2023-03-15,Fredrick Japhet Mtenzi,Article,2023,"The Conceptual Framing, Design, and Development of Mobile-Mediated Professional Development for Primary Mathematics Teachers",Secondary Author,External,Published,"Qazi, A. G., & Mtenzi, F. J. (2023). The Conceptual Framing, Design, and Development of Mobile-Mediated Professional Development for Primary Mathematics Teachers. International Journal of Mobile and Blended Learning, 15(2), 1-19. https://doi.org/10.4018/IJMBL.319023",,,,,,,,,,,,,,,,,
2023-02-10,Jan-e-Alam Khaki,Book,2023,Educational Leadership Policies and Practices: Voices from Developing Countries,Main Author,External,Published,"Khaki, J.A., Khan, G., Shafa,M. D., & qutoshi, S. B. (2023). Educational Leadership Policies and Practices: Voices from Developing Countries. Oxford Uniersity Press.",,,,,,,,,,,,,,,,,
2023-02-10,Gulab Khan,Book,2023,Educational Leadership Policies and Practices: Voices from Developing Countries,Secondary Author,External,Published,"Khaki, J.A., Khan, G., Shafa,M. D., & qutoshi, S. B. (2023). Educational Leadership Policies and Practices: Voices from Developing Countries. Oxford Uniersity Press.",,,,,,,,,,,,,,,,,
2023-02-10,Mola Dad Shafa,Book,2023,Educational Leadership Policies and Practices: Voices from Developing Countries,Secondary Author,PDCN,Published,"Khaki, J.A., Khan, G., Shafa,M. D., & qutoshi, S. B. (2023). Educational Leadership Policies and Practices: Voices from Developing Countries. Oxford Uniersity Press.",,,,,,,,,,,,,,,,,
2023-02-10,Sadruddin Bahadur Qutoshi,Book,2023,Educational Leadership Policies and Practices: Voices from Developing Countries,Secondary Author,External,Published,"Khaki, J.A., Khan, G., Shafa,M. D., & qutoshi, S. B. (2023). Educational Leadership Policies and Practices: Voices from Developing Countries. Oxford Uniersity Press.",,,,,,,,,,,,,,,,,
2023-02-10,Gulab Khan,Book Chapter,2023,"High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan ",Main Author,External,Published,"Khan. G, Sharar, T., Khan, A., & Hussain, S. (2023). High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan . In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Taj-Ud-Din Sharar,Book Chapter,2023,"High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan ",Secondary Author,External,Published,"Khan. G, Sharar, T., Khan, A., & Hussain, S. (2023). High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan . In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Asif Khan,Book Chapter,2023,"High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan ",Secondary Author,External,Published,"Khan. G, Sharar, T., Khan, A., & Hussain, S. (2023). High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan . In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Sajjad Hussain,Book Chapter,2023,"High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan ",Secondary Author,External,Published,"Khan. G, Sharar, T., Khan, A., & Hussain, S. (2023). High aspirations, unmet expectation: Policy conceptions and demands on leadership in public sector universities in Pakistan . In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Jan-e-Alam Khaki,Book Chapter,2023,Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan,Main Author,External,Published,"Khaki, J., Bana, Z., Safdar, Q., & Tajik, M. A. (2023). Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Zubeda Bana,Book Chapter,2023,Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan,Secondary Author,External,Published,"Khaki, J., Bana, Z., Safdar, Q., & Tajik, M. A. (2023). Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Qamar Safdar,Book Chapter,2023,Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan,Secondary Author,External,Published,"Khaki, J., Bana, Z., Safdar, Q., & Tajik, M. A. (2023). Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Mir Afzal Tajik,Book Chapter,2023,Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan,Secondary Author,External,Published,"Khaki, J., Bana, Z., Safdar, Q., & Tajik, M. A. (2023). Toothless tigers or selfless servants? Role perceptions of DEOs in Pakistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Takbir Ali,Book Chapter,2023,School supervision: A tool for effective governance or an institutional burden?,Main Author,IED,Published,"Ali., T. (2023). School supervision: A tool for effective governance or an institutional burden?. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Mir Afzal Tajik,Book Chapter,2023,Pedagogies for Developing Pedagogical Leaders in Pakistan,Main Author,External,Published,"Tajik, M. A. (2023). Pedagogies for Developing Pedagogical Leaders in Pakistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Dhani Bux Shah,Book Chapter,2023,"School leadership development: Challenges, opportunities, and lessons learnt ",Main Author,External,Published,"Shah, B. D. (2023). School leadership development: Challenges, opportunities, and lessons learnt . In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Duishon Alievich Shamatov,Book Chapter,2023,Role of school administrators’ support and induction of beginning teachers in Kyrgyzstan,Main Author,External,Published,"Shamatov, D. A. (2023). Role of school administrators’ support and induction of beginning teachers in Kyrgyzstan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Neelofar Ahmad,Book Chapter,2023,Exploring school leadership practices in supporting students affected by war and terrorism,Main Author,External,Published,"Ahmad, N. (2023). Exploring school leadership practices in supporting students affected by war and terrorism. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Mola Dad Shafa,Book Chapter,2023,School improvement leadership: Lessons learnt in the mountainous region of Gilgit-Baltistan,Main Author,PDCN,Published,"Shafa. M. D. & Baig, S. (2023). School improvement leadership: Lessons learnt in the mountainous region of Gilgit-Baltistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Sharifullah Baig ,Book Chapter,2023,School improvement leadership: Lessons learnt in the mountainous region of Gilgit-Baltistan,Secondary Author,PDCN,Published,"Shafa. M. D. & Baig, S. (2023). School improvement leadership: Lessons learnt in the mountainous region of Gilgit-Baltistan. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-02-10,Sadruddin Qutoshi,Book Chapter,2023,Transformative leadership as/for emancipation: A journey towards exploring self and beyond in the field of leadership,Main Author,External,Published,"Qutoshi, S. (2023). Transformative leadership as/for emancipation: A journey towards exploring self and beyond in the field of leadership. In J. Khaki, G. Khan, M. Dad Shafa & S. Bahadur Qutoshi (Eds.), Educational Leadership Policies and Practices: Voices from Developing Countries (pp. 3-25). Oxford Uniersity Press..",,,,,,,,,,,,,,,,,
2023-01-16,Tasneem Anwar,Book Chapter,2023,Transfer of STEM Research for Designing Contextually Relevant Curriculum in Pakistan: A Case Study,Main Author,IED,Published,"Anwar, T., Siddiqi, U. (2023). Transfer of STEM Research for Designing Contextually Relevant Curriculum in Pakistan: A Case Study. In: Spector, M.J., Lockee, B.B., Childress, M.D. (eds) Learning, Design, and Technology. Springer, Cham. https://doi.org/10.1007/978-3-319-17727-4_190-2",,,,,,,,,,,,,,,,,
2023-01-16,Umber Siddiqi ,Book Chapter,2023,Transfer of STEM Research for Designing Contextually Relevant Curriculum in Pakistan: A Case Study,Secondary Author,External,Published,"Anwar, T., Siddiqi, U. (2023). Transfer of STEM Research for Designing Contextually Relevant Curriculum in Pakistan: A Case Study. In: Spector, M.J., Lockee, B.B., Childress, M.D. (eds) Learning, Design, and Technology. Springer, Cham. https://doi.org/10.1007/978-3-319-17727-4_190-2",,,,,,,,,,,,,,,,,
2022-12-29,Sohail Ahmad,Article,2022,Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications.,Main Author,Alumni/Student,Published,"Ahmad, S., Rodrigues, S., & Bhutta, S. M. (2022). Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications. Journal of Education and Educational Development, 9(2), 191-210. http://dx.doi.org/ 10.22555/joeed.v9i2.717",,,,,,,,,,,,,,,,,
2022-12-29,Sherwin Rodrigues,Article,2022,Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications.,Secondary Author,IED,Published,"Ahmad, S., Rodrigues, S., & Bhutta, S. M. (2022). Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications. Journal of Education and Educational Development, 9(2), 191-210. http://dx.doi.org/ 10.22555/joeed.v9i2.718",,,,,,,,,,,,,,,,,
2022-12-29,Sadia Muzaffar Bhutta,Article,2022,Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications.,Secondary Author,IED,Published,"Ahmad, S., Rodrigues, S., & Bhutta, S. M. (2022). Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications. Journal of Education and Educational Development, 9(2), 191-210. http://dx.doi.org/ 10.22555/joeed.v9i2.719",,,,,,,,,,,,,,,,,
2022-09-14,Azra Naseem,Article,2022,The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan,Main Author,IED,Published,"Naseem, A., Nizamuddin, S. & Ghias, K. The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan. BMC Med Educ 22, 674 (2022). https://doi.org/10.1186/s12909-022-03698-9",Human-centered Digital Pedagogies (Schools and Higher Education),,,,,,,,,,,,,,,,
2022-09-14,Sameer Nizamuddinx,Article,2022,The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan,Secondary Author,External,Published,"Naseem, A., Nizamuddin, S. & Ghias, K. The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan. BMC Med Educ 22, 674 (2022). https://doi.org/10.1186/s12909-022-03698-10",Human-centered Digital Pedagogies (Schools and Higher Education),,,,,,,,,,,,,,,,
2022-09-14,Kulsoom Ghias,Article,2022,The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan,Secondary Author,External,Published,"Naseem, A., Nizamuddin, S. & Ghias, K. The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan. BMC Med Educ 22, 674 (2022). https://doi.org/10.1186/s12909-022-03698-11",Human-centered Digital Pedagogies (Schools and Higher Education),,,,,,,,,,,,,,,,
2022-09-13,Rana Hussain,Article,2009,Improving public school teachers in Pakistan: challenges and opportunities,Main Author,IED,Published,"Hussain, R., & Ali, S. (2010). Improving public school teachers in Pakistan: challenges and opportunities. Improving Schools, 13(1).",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-13,Sajid Ali,Article,2010,Improving public school teachers in Pakistan: challenges and opportunities,Secondary Author,IED,Published,"Hussain, R., & Ali, S. (2010). Improving public school teachers in Pakistan: challenges and opportunities. Improving Schools, 13(1).",Teacher Quality and School Improvement,,,,,,,,,,,,,,,,
2022-09-13,Bob Lingard,Article,2008,"Contextualising Education in Pakistan, a White Paper: global/national articulations in education policy",Main Author,External,Published,"Lingard, B., & Ali, S. (2009). Contextualising education in Pakistan a White Paper: global/national articulations in education policy. Globalisation, Societies and Education, 7(3).",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-09-13,Sajid Ali,Article,2009,"Contextualising Education in Pakistan, a White Paper: global/national articulations in education policy",Secondary Author,IED,Published,"Lingard, B., & Ali, S. (2009). Contextualising education in Pakistan a White Paper: global/national articulations in education policy. Globalisation, Societies and Education, 7(3).",,,,,,,,,,,,,,,,,
2022-09-13,Sajid Ali,Book Chapter,2014,Modernising education in Pakistan – networked governance and prevalence of data,Main Author,IED,Published,"Ali, S. (2014). Modernising education in Pakistan – networked governance and prevalence of data. In T. Fenwick; E. Mangez & J. Ozga (Eds.), World yearbook of education 2014 – governing knowledge: comparison, knowledge-based technologies and expertise in the regulation of education. Routledge.",,,,,,,,,,,,,,,,,
2022-09-13,Sajid Ali,Book Chapter,2012,The global educational policy field and national education policy-making in Pakistan,Main Author,IED,Published,"Ali, S. (2012) The global educational policy field and national education policy-making in Pakistan. In D. Kapoor, B. Barua & A. Datoo (Eds.), Globalization, Culture and Education in South Asia: Critical Excursions. Palgrave.",,,,,,,,,,,,,,,,,
2022-09-13,Sajid Ali,Book Chapter,2010,Educational governance in Pakistan: a historical-policy perspective,Main Author,IED,Published,"Ali, S., & Babur, M. (2010). Educational governance in Pakistan: a historical-policy perspective. In J. A. Khaki & Q. Safdar (Eds.), Education leadership and management in Pakistan. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-09-13,Muhammad Babur,Book Chapter,2010,Educational governance in Pakistan: a historical-policy perspective,Secondary Author,IED,Published,"Ali, S., & Babur, M. (2010). Educational governance in Pakistan: a historical-policy perspective. In J. A. Khaki & Q. Safdar (Eds.), Education leadership and management in Pakistan. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-09-13,Sajid Ali,Book Chapter,2007,Schooling in Pakistan,Main Author,IED,Published,"Ali, S., & Farah, I. (2007). Schooling in Pakistan. In A. Gupta (Ed.), Going to School in South Asia (pp. 143-166). Westport, CT: Greenwood.",,,,,,,,,,,,,,,,,
2022-09-13,Iffat Farah,Book Chapter,2007,Schooling in Pakistan,Secondary Author,IED,Published,"Ali, S., & Farah, I. (2007). Schooling in Pakistan. In A. Gupta (Ed.), Going to School in South Asia (pp. 143-166). Westport, CT: Greenwood.",,,,,,,,,,,,,,,,,
2022-09-07,Meher Rizvi,Article,2019,Assessing the impact of teachers’ low status on education.,Main Author,IED,Published,"Rizvi, M. (2019). Assessing the impact of teachers’ low status on education. In AKU Research 2019. Office of Research and Graduate Studies: AKU.",,,,,,,,,,,,,,,,,
2022-09-07,Meher Rizvi,Article,2022,POWER in Large Scale Research during the COVID-19 Pandemic,Main Author,IED,Submitted for publication,"Rizvi, M., & Anwar, T. (in press). POWER in Large Scale Research during the COVID-19 Pandemic. In AKU Research 2022. Office of Research and Graduate Studies: AKU.",Educational Leadership and Policy,,,,,,,,,,,,,,,,
2022-09-07,Tasneem Anwar,Article,2022,POWER in Large Scale Research during the COVID-19 Pandemic,Secondary Author,IED,Submitted for publication,"Rizvi, M., & Anwar, T. (in press). POWER in Large Scale Research during the COVID-19 Pandemic. In AKU Research 2022. Office of Research and Graduate Studies: AKU.",Educational Leadership and Policy,,,,,,,,,,,,,,,,
