id,unique_key,Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,source,last_modified
200,772e8cb068de9f411360d7e89647ce18,2023-01-16 00:00:00,Umber Siddiqi,Book Chapter,2023.0,Transfer of STEM Research for Designing Contextually Relevant Curriculum in Pakistan: A Case Study,Secondary Author,External,Published,"Anwar, T., Siddiqi, U. (2023). Transfer of STEM Research for Designing Contextually Relevant Curriculum in Pakistan: A Case Study. In: Spector, M.J., Lockee, B.B., Childress, M.D. (eds) Learning, Design, and Technology. Springer, Cham. https://doi.org/10.1007/978-3-319-17727-4_190-2",,csv,2025-08-15T06:24:22+00:00
201,037122967660217e4cd17f0b46546752,2022-12-29 00:00:00,Sohail Ahmad,Article,2022.0,Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications.,Main Author,Alumni/Student,Published,"Ahmad, S., Rodrigues, S., & Bhutta, S. M. (2022). Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications. Journal of Education and Educational Development, 9(2), 191-210. http://dx.doi.org/ 10.22555/joeed.v9i2.717",,csv,2025-08-15T06:24:22+00:00
202,509dd6c13c39f6af99721701896d5a1a,2022-12-29 00:00:00,Sherwin Rodrigues,Article,2022.0,Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications.,Secondary Author,IED,Published,"Ahmad, S., Rodrigues, S., & Bhutta, S. M. (2022). Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications. Journal of Education and Educational Development, 9(2), 191-210. http://dx.doi.org/ 10.22555/joeed.v9i2.718",,csv,2025-08-15T06:24:22+00:00
203,4df7ac47fc7637a7a07fe43697f9bfc7,2022-12-29 00:00:00,Sadia Muzaffar Bhutta,Article,2022.0,Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications.,Secondary Author,IED,Published,"Ahmad, S., Rodrigues, S., & Bhutta, S. M. (2022). Pakistan’s First-Ever Participation in an International Large- Scale Assessment (TIMSS): Critique and Implications. Journal of Education and Educational Development, 9(2), 191-210. http://dx.doi.org/ 10.22555/joeed.v9i2.719",,csv,2025-08-15T06:24:22+00:00
204,5b0ce048182a49fcbf77b1561266f98d,2022-09-14 00:00:00,Azra Naseem,Article,2022.0,The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan,Main Author,IED,Published,"Naseem, A., Nizamuddin, S. & Ghias, K. The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan. BMC Med Educ 22, 674 (2022). https://doi.org/10.1186/s12909-022-03698-9",Human-centered Digital Pedagogies (Schools and Higher Education),csv,2025-08-15T06:24:22+00:00
205,cf001bf74c81f815acc9cd8eda31ba72,2022-09-14 00:00:00,Sameer Nizamuddinx,Article,2022.0,The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan,Secondary Author,External,Published,"Naseem, A., Nizamuddin, S. & Ghias, K. The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan. BMC Med Educ 22, 674 (2022). https://doi.org/10.1186/s12909-022-03698-10",Human-centered Digital Pedagogies (Schools and Higher Education),csv,2025-08-15T06:24:22+00:00
206,047716fa14e89acb44cae1c7d99643a9,2022-09-14 00:00:00,Kulsoom Ghias,Article,2022.0,The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan,Secondary Author,External,Published,"Naseem, A., Nizamuddin, S. & Ghias, K. The outcomes of a mobile just-in-time-learning intervention for teaching bioethics in Pakistan. BMC Med Educ 22, 674 (2022). https://doi.org/10.1186/s12909-022-03698-11",Human-centered Digital Pedagogies (Schools and Higher Education),csv,2025-08-15T06:24:22+00:00
207,9965747cdb2e5e0818539d8cdfb31d4d,2022-09-13 00:00:00,Rana Hussain,Article,2009.0,Improving public school teachers in Pakistan: challenges and opportunities,Main Author,IED,Published,"Hussain, R., & Ali, S. (2010). Improving public school teachers in Pakistan: challenges and opportunities. Improving Schools, 13(1).",Teacher Quality and School Improvement,csv,2025-08-15T06:24:22+00:00
208,bf29bdfb536ba7bdfa973f6c54e3713d,2022-09-13 00:00:00,Sajid Ali,Article,2010.0,Improving public school teachers in Pakistan: challenges and opportunities,Secondary Author,IED,Published,"Hussain, R., & Ali, S. (2010). Improving public school teachers in Pakistan: challenges and opportunities. Improving Schools, 13(1).",Teacher Quality and School Improvement,csv,2025-08-15T06:24:22+00:00
209,ca46abb1e8029c513bd7ae549e250dd9,2022-09-13 00:00:00,Bob Lingard,Article,2008.0,"Contextualising Education in Pakistan, a White Paper: global/national articulations in education policy",Main Author,External,Published,"Lingard, B., & Ali, S. (2009). Contextualising education in Pakistan a White Paper: global/national articulations in education policy. Globalisation, Societies and Education, 7(3).",Educational Leadership and Policy,csv,2025-08-15T06:24:22+00:00
210,4e0732eb62e12f615fd052368e636967,2022-09-13 00:00:00,Sajid Ali,Article,2009.0,"Contextualising Education in Pakistan, a White Paper: global/national articulations in education policy",Secondary Author,IED,Published,"Lingard, B., & Ali, S. (2009). Contextualising education in Pakistan a White Paper: global/national articulations in education policy. Globalisation, Societies and Education, 7(3).",,csv,2025-08-15T06:24:22+00:00
211,f08818c6fd658a040b8d9721de982e66,2022-09-13 00:00:00,Sajid Ali,Book Chapter,2014.0,Modernising education in Pakistan – networked governance and prevalence of data,Main Author,IED,Published,"Ali, S. (2014). Modernising education in Pakistan – networked governance and prevalence of data. In T. Fenwick; E. Mangez & J. Ozga (Eds.), World yearbook of education 2014 – governing knowledge: comparison, knowledge-based technologies and expertise in the regulation of education. Routledge.",,csv,2025-08-15T06:24:22+00:00
212,78f44bd98bbfc0bc1e4ac2018d18a439,2022-09-13 00:00:00,Sajid Ali,Book Chapter,2012.0,The global educational policy field and national education policy-making in Pakistan,Main Author,IED,Published,"Ali, S. (2012) The global educational policy field and national education policy-making in Pakistan. In D. Kapoor, B. Barua & A. Datoo (Eds.), Globalization, Culture and Education in South Asia: Critical Excursions. Palgrave.",,csv,2025-08-15T06:24:22+00:00
213,a806053782ea48f1462d30f76e14b528,2022-09-13 00:00:00,Sajid Ali,Book Chapter,2010.0,Educational governance in Pakistan: a historical-policy perspective,Main Author,IED,Published,"Ali, S., & Babur, M. (2010). Educational governance in Pakistan: a historical-policy perspective. In J. A. Khaki & Q. Safdar (Eds.), Education leadership and management in Pakistan. Karachi: Oxford University Press.",,csv,2025-08-15T06:24:22+00:00
214,b13521b67e24b705e3d33393ac7daf23,2022-09-13 00:00:00,Muhammad Babur,Book Chapter,2010.0,Educational governance in Pakistan: a historical-policy perspective,Secondary Author,IED,Published,"Ali, S., & Babur, M. (2010). Educational governance in Pakistan: a historical-policy perspective. In J. A. Khaki & Q. Safdar (Eds.), Education leadership and management in Pakistan. Karachi: Oxford University Press.",,csv,2025-08-15T06:24:22+00:00
215,37e5eb2ec55df750bde538cd6d673120,2022-09-13 00:00:00,Sajid Ali,Book Chapter,2007.0,Schooling in Pakistan,Main Author,IED,Published,"Ali, S., & Farah, I. (2007). Schooling in Pakistan. In A. Gupta (Ed.), Going to School in South Asia (pp. 143-166). Westport, CT: Greenwood.",,csv,2025-08-15T06:24:22+00:00
216,ee68e5c539270a975f5092a9d0ce5cd1,2022-09-13 00:00:00,Iffat Farah,Book Chapter,2007.0,Schooling in Pakistan,Secondary Author,IED,Published,"Ali, S., & Farah, I. (2007). Schooling in Pakistan. In A. Gupta (Ed.), Going to School in South Asia (pp. 143-166). Westport, CT: Greenwood.",,csv,2025-08-15T06:24:22+00:00
217,b3ac617331ac12ede3ee0ed21ed6e50b,2022-09-07 00:00:00,Meher Rizvi,Article,2019.0,Assessing the impact of teachers’ low status on education.,Main Author,IED,Published,"Rizvi, M. (2019). Assessing the impact of teachers’ low status on education. In AKU Research 2019. Office of Research and Graduate Studies: AKU.",,csv,2025-08-15T06:24:22+00:00
218,6daf97166d4f5b560c37043b13dffcf2,2022-09-07 00:00:00,Meher Rizvi,Article,2022.0,POWER in Large Scale Research during the COVID-19 Pandemic,Main Author,IED,Submitted for publication,"Rizvi, M., & Anwar, T. (in press). POWER in Large Scale Research during the COVID-19 Pandemic. In AKU Research 2022. Office of Research and Graduate Studies: AKU.",Educational Leadership and Policy,csv,2025-08-15T06:24:22+00:00
219,b4e7a9fe1d3876bf69a178037f710175,2022-09-07 00:00:00,Tasneem Anwar,Article,2022.0,POWER in Large Scale Research during the COVID-19 Pandemic,Secondary Author,IED,Submitted for publication,"Rizvi, M., & Anwar, T. (in press). POWER in Large Scale Research during the COVID-19 Pandemic. In AKU Research 2022. Office of Research and Graduate Studies: AKU.",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
220,5a2b22448222e0c9420b6a7371facdde,2022-09-07 00:00:00,Meher Rizvi,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,IED,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041013",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
221,d8fe38643352f077bcd6e922709b5cf6,2022-09-07 00:00:00,M. Newberry,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Main Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041014",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
222,053b600436dd8d81e4f355c151101fc6,2022-09-07 00:00:00,A. Want,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041015",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
223,4ce48816555cf5c92e08eb2e4375da77,2022-09-07 00:00:00,G. Jones-Ahrend,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041016",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
224,3408a81d4028fcd9ffabdef062053987,2022-09-07 00:00:00,S. Kaidi,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041017",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
225,2ab0306c70d58c642bde86335b755565,2022-09-07 00:00:00,T. Kihara,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041018",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
226,5b8754a4a0c17d9390e837978cd386b7,2022-09-07 00:00:00,J.V.F. Franco,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041019",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
227,26c63a91e1a24c15c132716c694f1bda,2022-09-07 00:00:00,R. Ratnam,Book Chapter,2023.0,Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives,Secondary Author,External,Published,"Newberry, M., Rizvi, M., van der Want, A., Jonas-Ahrend, G., Kaldi, S., Kihara, T., Franco, J.V.O. and Ratnam, T. (2023), ""Teacher Educators' Experiences and Expressions of Emotion During the Pandemic: International Perspectives"", Craig, C.J., Mena, J. and Kane, R.G. (Ed.) Teacher Education in the Wake of Covid-19 (Advances in Research on Teaching, Vol. 41), Emerald Publishing Limited, Bingley, pp. 81-98. https://doi.org/10.1108/S1479-368720230000041020",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
228,e0479d87d98ba3ed64cb0c43f0f94cbc,2022-09-01 00:00:00,Riaz Hussain,Book Chapter,2022.0,Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan,Main Author,PDCC,Published,"Hussain, R. & Shah, G. (2022).Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.50-69). Newsastle: Cambridge Scholars Publishing",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
229,6b547d3c67eae20bbb969e43dac74089,2022-09-01 00:00:00,Gohar Shah,Book Chapter,2022.0,Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan,Secondary Author,IED,Published,"Hussain, R. & Shah, G. (2022).Education in the Air: the AKDN’s Responses to the Emerging Educational Needs during the COVID-19 Crisis – Lessons from Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.50-69). Newsastle: Cambridge Scholars Publishing",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
230,bab7cf9e193151fb7da709dec40f3432,2022-09-01 00:00:00,Stephen M. Lyon,Book Chapter,2022.0,"A Complex Educational Landscape: The Impossible Choices of
Private, Public and Language Options in Pakistan",Main Author,External,Published,"Lyon, S.M., & Ahsan, M A. (2022).A Complex Educational Landscape: The Impossible Choices of Private, Public and Language Options in Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.346-362). Newsastle: Cambridge Scholars Publishing",Education in the Arts and Humanities,csv,2025-08-15T06:24:23+00:00
231,085f4393a2b227a4ead479beb8550098,2022-09-01 00:00:00,Mirat Al Fatima Ahsan,Book Chapter,2022.0,"A Complex Educational Landscape: The Impossible Choices of
Private, Public and Language Options in Pakistan",Secondary Author,IED,Published,"Lyon, S.M., & Ahsan, M A. (2022).A Complex Educational Landscape: The Impossible Choices of Private, Public and Language Options in Pakistan. In Y. Baiza (Ed). Education in Troubled Times: A Global Pluralist Response (PP.346-362). Newsastle: Cambridge Scholars Publishing",Education in the Arts and Humanities,csv,2025-08-15T06:24:23+00:00
232,1f55e66104e5df4999759330bad83339,2022-08-31 00:00:00,Meher Rizvi,Article,2022.0,Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell,Secondary Author,IED,Submitted for publication,"Ahmad, S., & Rizvi, M. (2022). Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell. Policy Reviews and Higher Education",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
233,ef52f5d5c70c240f4b7cf4314d879365,2022-08-31 00:00:00,Sohail Ahmad,Article,2022.0,Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell,Main Author,Alumni/Student,Submitted for publication,"Ahmad, S., & Rizvi, M. (2022). Towards the Promotion of Internal Quality Assurance in the Universities of Pakistan: Experiences of Quality Enhancement Cell. Policy Reviews and Higher Education",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
234,4f3f1dd73ffa68ba7675d3c4fa386649,2022-08-30 00:00:00,Sajid Ali,Article,2022.0,Professionalize or de-professionalize teachers: Some policy lessons from classroom practices,Secondary Author,IED,Submitted for publication,"Ahmed, A., & Ali, S. Professionalize or de-professionalize teachers: Some policy lessons from classroom practices. Education Inquiry (Under review).",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
235,f57c2214d3676837e89ba4c6778ff188,2022-08-30 00:00:00,Afaq Ahmed,Article,2022.0,Professionalize or de-professionalize teachers: Some policy lessons from classroom practices,Main Author,Alumni/Student,Submitted for publication,"Ahmed, A., & Ali, S. Professionalize or de-professionalize teachers: Some policy lessons from classroom practices. Education Inquiry (Under review).",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
236,fd4323b0ee384627fe1ff72eed728099,2022-08-12 00:00:00,Sharifullah Baig,Article,2022.0,The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,Main Author,PDCN,Published,"Baig, Sharifullah and Funer, Khush (2022) ""The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,"" The Journal of Values-Based Leadership: Vol. 15 : Iss. 2 , Article 17.",ECED,csv,2025-08-15T06:24:23+00:00
237,1fea275e55a42a6cbf406c58f20a7f08,2022-08-12 00:00:00,Khush Funer,Article,2022.0,The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,Secondary Author,PDCN,Published,"Baig, Sharifullah and Funer, Khush (2022) ""The State of Value Education in Early Childhood: The Challenges and Opportunities for Pakistan.,"" The Journal of Values-Based Leadership: Vol. 15 : Iss. 2 , Article 17.",ECED,csv,2025-08-15T06:24:23+00:00
238,22b92d264a205e8773fca8db72e1d1c9,2022-07-01 00:00:00,Azra Naseem,Article,2022.0,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Main Author,IED,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
239,9c251531607e3d310782dcf688226066,2022-07-01 00:00:00,Razia Fakir Mohammad,Article,2022.0,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,External,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
240,e08e2bb571f9ba7989fddecb193eef0e,2022-07-01 00:00:00,Tasneem Anwar,Article,2022.0,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,IED,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
241,07056bda8f855af802cca3f444fee4d3,2022-07-01 00:00:00,Sohail Ahmad,Article,2022.0,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,Alumni/Student,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
242,021ec4656e3bb2ea4236ea22fe03098b,2022-07-01 00:00:00,Mirat Al Fatima Ahsan,Article,2022.0,School Teachers and Principals’ Experiences During COVID-19 in Pakistan,Secondary Author,IED,Published,"Naseem, A., Mohammad, R. F., Anwar, T., Ahsan, M. A. F., & Ahmad, S. (2022). School Teachers and Principals’ Experiences During COVID-19 in Pakistan. Journal of liberal arts and human sciences",Teacher Quality and School Improvement,csv,2025-08-15T06:24:23+00:00
243,72f90eaf90b330b8a04bdc778e04b581,2022-07-01 00:00:00,Sohail Ahmad,Article,2022.0,The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan,Main Author,Alumni/Student,Published,"Ahmad, S., & Ahmed, A. (2022). The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan.Quality Assurance in Education",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
244,0794b9ab89fa30a82473398331945163,2022-07-01 00:00:00,Afaq Ahmed,Article,2022.0,The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan,Secondary Author,Alumni/Student,Published,"Ahmad, S., & Ahmed, A. (2022). The Role of leadership in effective implementation of quality assurance mechanisms in higher education: An exploratory case study from Pakistan.Quality Assurance in Education",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
245,1c11fc254b1899e6cee70c54afc5a63d,2023-05-03 00:00:00,Sajid Ali,Article,2023.0,Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan,Main Author,IED,Published,"Ali, S., & Ahmed., A. (2023). Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan. Policy Futures in Education, 0(0), 1-18, https://doi.org/10.1177/14782103231172662",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
246,03372370a6a775eff60a72aaa07ed28f,2023-05-03 00:00:00,Afaq Ahmed,Article,2023.0,Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan,Secondary Author,Alumni/Student,Published,"Ali, S., & Ahmed., A. (2023). Global-local policy interactions in the South and the need for critical policy engagement–lessons from teaching licence policy in Pakistan. Policy Futures in Education, 0(0), 1-18, https://doi.org/10.1177/14782103231172663",Educational Leadership and Policy,csv,2025-08-15T06:24:23+00:00
247,636c7452fed299a96ba2a22397417949,2022-06-30 00:00:00,Sajid Ali,Book Chapter,2022.0,How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan,Main Author,IED,Accepted,"Ali, S. Ahmed, A., & Ahmad, S. (2022). How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan. Sage Publication",,csv,2025-08-15T06:24:23+00:00
248,9ca6b82632a8507fa488b19490259be4,2022-06-30 00:00:00,Afaq Ahmed,Book Chapter,2022.0,How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan,Secondary Author,Alumni/Student,Accepted,"Ali, S. Ahmed, A., & Ahmad, S. (2022). How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan. Sage Publication",,csv,2025-08-15T06:24:23+00:00
249,e6335524b2f81ce0885b2d0235766ab6,2022-06-30 00:00:00,Sohail Ahmad,Book Chapter,2022.0,How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan,Secondary Author,Alumni/Student,Accepted,"Ali, S. Ahmed, A., & Ahmad, S. (2022). How to generate research informed policies in a constrained environment – lessons from/for global South? – case of teaching license policy in Pakistan. Sage Publication",,csv,2025-08-15T06:24:23+00:00
250,224e4895826206750160d53d88fd67fa,2022-06-30 00:00:00,Sadia Muzaffar Bhutta,Article,2022.0,Do Pedagogical Practices Predict Elementary Students’ Learning Outcomes in Science? Evidence from a Nationwide Study of Pakistan,Main Author,IED,Submitted for publication,"Bhutta, S. M., Rizvi, N. F., & Ahmad, S. (2022). Do Pedagogical Practices Predict Elementary Students’ Learning Outcomes in Science? Evidence from a Nationwide Study of Pakistan. International Journal of Science and Mathematics Education",,csv,2025-08-15T06:24:23+00:00
251,8087a1eab984dccc823b15772143a751,2022-06-30 00:00:00,Nusrat Fatima Rizvi,Article,2022.0,Do Pedagogical Practices Predict Elementary Students’ Learning Outcomes in Science? Evidence from a Nationwide Study of Pakistan,Secondary Author,IED,Submitted for publication,"Bhutta, S. M., Rizvi, N. F., & Ahmad, S. (2022). Do Pedagogical Practices Predict Elementary Students’ Learning Outcomes in Science? Evidence from a Nationwide Study of Pakistan. International Journal of Science and Mathematics Education",,csv,2025-08-15T06:24:23+00:00
252,fc6339a7d82d7bbb0111a31860fc1974,2022-07-01 00:00:00,Sohail Ahmad,Article,2022.0,Do Pedagogical Practices Predict Elementary Students’ Learning Outcomes in Science? Evidence from a Nationwide Study of Pakistan,Secondary Author,Alumni/Student,Submitted for publication,"Bhutta, S. M., Rizvi, N. F., & Ahmad, S. (2022). Do Pedagogical Practices Predict Elementary Students’ Learning Outcomes in Science? Evidence from a Nationwide Study of Pakistan. International Journal of Science and Mathematics Education",,csv,2025-08-15T06:24:23+00:00
253,a546b746fee55dde5a46cacb8c5bf1d4,2022-06-28 00:00:00,Sohail Ahmad,Article,2022.0,Transformation of Prospective Teachers’ Pedagogical Beliefs during a Pre-Service B.Ed. Programme in Pakistan,Secondary Author,Alumni/Student,Published,"Dayan, U. ., Khan, M. I. . ., & Ahmad, S. . (2022). Transformation of Prospective Teachers’ Pedagogical Beliefs during a Pre-Service B.Ed. Programme in Pakistan . International Journal of Education and Practice, 10(2), 150–159. https://doi.org/10.18488/61.v10i2.3003",,csv,2025-08-15T06:24:23+00:00
254,f5dd9ccefbd41cd69e1fcb5c9092ec82,2022-06-28 00:00:00,Muhammad Ilyas Khan,Article,2022.0,Transformation of Prospective Teachers’ Pedagogical Beliefs during a Pre-Service B.Ed. Programme in Pakistan,Secondary Author,External,Published,"Dayan, U. ., Khan, M. I. . ., & Ahmad, S. . (2022). Transformation of Prospective Teachers’ Pedagogical Beliefs during a Pre-Service B.Ed. Programme in Pakistan . International Journal of Education and Practice, 10(2), 150–159. https://doi.org/10.18488/61.v10i2.3004",,csv,2025-08-15T06:24:23+00:00
